id,temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,sismicite,concentration_gaz,pluie_totale,catastrophe,Month,Day,quartier_1,quartier_2,quartier_3,quartier_4,quartier_5
31,0.625,0.8036465638148669,0.2307692307692308,0.2534722222222222,0.33333333333333337,0.5571428571428572,0.622610349314383,0.8761515148484151,seisme_et_inondation,12,1,0,1,0,0,0
32,0.625,0.8036465638148669,0.2307692307692308,0.2534722222222222,0.33333333333333337,0.35714285714285726,0.928585727154439,0.1075947467917621,aucun,12,1,0,0,1,0,0
33,0.625,0.8036465638148669,0.2307692307692308,0.2534722222222222,0.33333333333333337,0.45714285714285713,0.07131418276448798,0.6060093821578963,innondation,12,1,0,0,0,1,0
34,0.625,0.8036465638148669,0.2307692307692308,0.2534722222222222,0.33333333333333337,0.2714285714285714,0.1923230907817035,0.03643838082759035,innondation,12,1,0,0,0,0,1
35,0.5473684210526315,0.7391304347826086,0.10897435897435898,0.1423611111111111,0.0,0.7142857142857144,0.3065258732859574,0.32142392750332577,aucun,12,1,1,0,0,0,0
36,0.5473684210526315,0.7391304347826086,0.10897435897435898,0.1423611111111111,0.0,0.5857142857142856,0.36222600340306277,0.20749772447662965,aucun,12,1,0,1,0,0,0
37,0.5473684210526315,0.7391304347826086,0.10897435897435898,0.1423611111111111,0.0,0.7428571428571429,0.39785807226503855,0.7959330646048591,aucun,12,1,0,0,1,0,0
38,0.5473684210526315,0.7391304347826086,0.10897435897435898,0.1423611111111111,0.0,0.5714285714285714,0.20638574717245517,0.9948888244296188,innondation,12,1,0,0,0,1,0
39,0.5473684210526315,0.7391304347826086,0.10897435897435898,0.1423611111111111,0.0,0.04285714285714293,0.11505354819337399,0.07684767496524202,innondation,12,1,0,0,0,0,1
40,0.6671052631578946,0.6690042075736325,0.5096153846153847,0.49652777777777785,0.33333333333333337,0.8,0.8941547392653387,0.07449713434089841,aucun,2,1,1,0,0,0,0
41,0.6671052631578946,0.6690042075736325,0.5096153846153847,0.49652777777777785,0.33333333333333337,0.6857142857142857,0.8696326694024624,0.6506496494193665,seisme_et_inondation,2,1,0,1,0,0,0
42,0.6671052631578946,0.6690042075736325,0.5096153846153847,0.49652777777777785,0.33333333333333337,0.6571428571428573,0.2818536683014714,0.034227872410654454,aucun,2,1,0,0,1,0,0
43,0.6671052631578946,0.6690042075736325,0.5096153846153847,0.49652777777777785,0.33333333333333337,0.1571428571428572,0.2556300670603543,0.498314612360843,innondation,2,1,0,0,0,1,0
44,0.6671052631578946,0.6690042075736325,0.5096153846153847,0.49652777777777785,0.33333333333333337,0.38571428571428573,0.3460114102692423,0.5616191724096543,innondation,2,1,0,0,0,0,1
45,0.5434210526315789,0.7531556802244039,0.3846153846153847,0.3663194444444445,0.0,0.39999999999999997,0.5261235111600441,0.7936025285815738,aucun,2,1,1,0,0,0,0
46,0.5434210526315789,0.7531556802244039,0.3846153846153847,0.3663194444444445,0.0,0.7285714285714286,0.5552997697928136,0.5919861568160678,aucun,2,1,0,1,0,0,0
47,0.5434210526315789,0.7531556802244039,0.3846153846153847,0.3663194444444445,0.0,0.42857142857142855,0.281503353017716,0.5608790021704992,aucun,2,1,0,0,1,0,0
48,0.5434210526315789,0.7531556802244039,0.3846153846153847,0.3663194444444445,0.0,0.42857142857142855,0.14668201381243107,0.2185502665613091,innondation,2,1,0,0,0,1,0
49,0.5434210526315789,0.7531556802244039,0.3846153846153847,0.3663194444444445,0.0,0.2,0.1336703032729457,0.4157856306950599,innondation,2,1,0,0,0,0,1
50,0.6552631578947368,0.7082748948106592,0.41025641025641035,0.5208333333333334,0.0,0.8714285714285714,0.9900910819737766,0.52625103773868,seisme,3,1,1,0,0,0,0
51,0.6552631578947368,0.7082748948106592,0.41025641025641035,0.5208333333333334,0.0,0.5285714285714287,0.8924532078870985,0.37811696690238755,aucun,3,1,0,1,0,0,0
52,0.6552631578947368,0.7082748948106592,0.41025641025641035,0.5208333333333334,0.0,0.7714285714285714,0.6906716044439997,0.3739360052812147,seisme,3,1,0,0,1,0,0
53,0.6552631578947368,0.7082748948106592,0.41025641025641035,0.5208333333333334,0.0,0.45714285714285713,0.1446301671504353,0.2893965612090781,innondation,3,1,0,0,0,1,0
54,0.6552631578947368,0.7082748948106592,0.41025641025641035,0.5208333333333334,0.0,0.5428571428571429,0.18191372235011516,0.51383818278204,innondation,3,1,0,0,0,0,1
55,0.6710526315789473,0.5273492286115007,0.2628205128205129,0.3524305555555556,0.0,0.9571428571428571,0.46912220998899,0.21067845604489033,aucun,3,1,1,0,0,0,0
56,0.6710526315789473,0.5273492286115007,0.2628205128205129,0.3524305555555556,0.0,0.4714285714285715,0.4376939245320788,0.03132720525720916,aucun,3,1,0,1,0,0,0
57,0.6710526315789473,0.5273492286115007,0.2628205128205129,0.3524305555555556,0.0,0.6571428571428573,0.6225603042738465,0.41125458855536773,aucun,3,1,0,0,1,0,0
58,0.6710526315789473,0.5273492286115007,0.2628205128205129,0.3524305555555556,0.0,0.3714285714285715,0.43103793414072666,0.8099062784440422,innondation,3,1,0,0,0,1,0
59,0.6710526315789473,0.5273492286115007,0.2628205128205129,0.3524305555555556,0.0,0.5142857142857145,0.47532779501551403,0.1618072156596017,aucun,3,1,0,0,0,0,1
60,0.7328947368421053,0.3870967741935484,0.19871794871794873,0.3836805555555556,0.0,0.42857142857142855,0.8945050545490941,0.26765155985876754,aucun,4,1,1,0,0,0,0
61,0.7328947368421053,0.3870967741935484,0.19871794871794873,0.3836805555555556,0.0,0.9000000000000001,0.39710739665699135,0.018694299688928454,innondation,4,1,0,1,0,0,0
62,0.7328947368421053,0.3870967741935484,0.19871794871794873,0.3836805555555556,0.0,1.0,0.7082874587128417,0.0006101403322764235,seisme,4,1,0,0,1,0,0
63,0.7328947368421053,0.3870967741935484,0.19871794871794873,0.3836805555555556,0.0,0.11428571428571438,0.2440196176558903,0.5241305500265061,innondation,4,1,0,0,0,1,0
64,0.7328947368421053,0.3870967741935484,0.19871794871794873,0.3836805555555556,0.0,0.5142857142857145,0.3626764087678912,0.8934254878622084,aucun,4,1,0,0,0,0,1
65,0.506578947368421,0.6185133239831697,0.4230769230769232,0.5347222222222222,0.0,0.6142857142857143,0.9785306776098489,0.03514808405933365,seisme,4,1,1,0,0,0,0
66,0.506578947368421,0.6185133239831697,0.4230769230769232,0.5347222222222222,0.0,0.9714285714285713,0.3069262336102492,0.6997009312141793,innondation,4,1,0,1,0,0,0
67,0.506578947368421,0.6185133239831697,0.4230769230769232,0.5347222222222222,0.0,0.4428571428571429,0.34726253628265435,0.6837972733728758,aucun,4,1,0,0,1,0,0
68,0.506578947368421,0.6185133239831697,0.4230769230769232,0.5347222222222222,0.0,0.5,0.038334501050945824,0.7990637846704742,aucun,4,1,0,0,0,1,0
69,0.506578947368421,0.6185133239831697,0.4230769230769232,0.5347222222222222,0.0,0.39999999999999997,0.2881092983685317,0.31736299348850233,innondation,4,1,0,0,0,0,1
70,0.6434210526315789,0.7685834502103788,0.20192307692307696,0.25,0.33333333333333337,0.7857142857142856,0.2837553798418577,0.10953519309441172,aucun,5,1,1,0,0,0,0
71,0.6434210526315789,0.7685834502103788,0.20192307692307696,0.25,0.33333333333333337,0.31428571428571433,0.28310479431488345,0.22930273963011494,innondation,5,1,0,1,0,0,0
72,0.6434210526315789,0.7685834502103788,0.20192307692307696,0.25,0.33333333333333337,0.9142857142857141,0.5026523871484337,0.2549086289846665,aucun,5,1,0,0,1,0,0
73,0.6434210526315789,0.7685834502103788,0.20192307692307696,0.25,0.33333333333333337,0.4142857142857143,0.21274146732058852,0.5907358692499275,aucun,5,1,0,0,0,1,0
74,0.6434210526315789,0.7685834502103788,0.20192307692307696,0.25,0.33333333333333337,0.5428571428571429,0.4227304574116706,0.8464046730748072,innondation,5,1,0,0,0,0,1
75,0.7013157894736842,0.603085553997195,0.15705128205128208,0.16840277777777776,0.0,0.3714285714285715,0.4334400960864778,0.15010452404052932,aucun,5,1,1,0,0,0,0
76,0.7013157894736842,0.603085553997195,0.15705128205128208,0.16840277777777776,0.0,0.3285714285714287,0.705434891402262,0.6495894055632795,innondation,5,1,0,1,0,0,0
77,0.7013157894736842,0.603085553997195,0.15705128205128208,0.16840277777777776,0.0,0.4857142857142858,0.5812231007907117,0.2944577252768137,seisme,5,1,0,0,1,0,0
78,0.7013157894736842,0.603085553997195,0.15705128205128208,0.16840277777777776,0.0,0.5,0.18511660494444993,0.5036158316412775,innondation,5,1,0,0,0,1,0
79,0.7013157894736842,0.603085553997195,0.15705128205128208,0.16840277777777776,0.0,0.42857142857142855,0.37789010109098187,0.4022525180791582,aucun,5,1,0,0,0,0,1
80,0.7907894736842105,0.4866760168302946,0.10576923076923078,0.31770833333333337,0.0,0.8285714285714285,0.6661995796216594,0.7213559118597277,seisme,6,1,1,0,0,0,0
81,0.7907894736842105,0.4866760168302946,0.10576923076923078,0.31770833333333337,0.0,0.9285714285714286,0.7192973676308677,0.838242795843044,seisme_et_inondation,6,1,0,1,0,0,0
82,0.7907894736842105,0.4866760168302946,0.10576923076923078,0.31770833333333337,0.0,0.4428571428571429,0.8933039735762186,0.7815697610450404,seisme,6,1,0,0,1,0,0
83,0.7907894736842105,0.4866760168302946,0.10576923076923078,0.31770833333333337,0.0,0.42857142857142855,0.015914322890601573,0.9184212368844834,innondation,6,1,0,0,0,1,0
84,0.7907894736842105,0.4866760168302946,0.10576923076923078,0.31770833333333337,0.0,0.10000000000000003,0.03653287959163243,0.7963031497244367,innondation,6,1,0,0,0,0,1
85,0.8539473684210526,0.3239831697054698,0.05448717948717948,0.16319444444444445,0.0,0.42857142857142855,0.3718846962266039,0.09295137881712795,aucun,6,1,1,0,0,0,0
86,0.8539473684210526,0.3239831697054698,0.05448717948717948,0.16319444444444445,0.0,0.5999999999999999,0.5616554899409468,0.23493403482801045,aucun,6,1,0,1,0,0,0
87,0.8539473684210526,0.3239831697054698,0.05448717948717948,0.16319444444444445,0.0,0.3285714285714287,0.9303873486137525,0.5626494093641538,aucun,6,1,0,0,1,0,0
88,0.8539473684210526,0.3239831697054698,0.05448717948717948,0.16319444444444445,0.0,0.08571428571428569,0.18266439795816236,0.31943346969803055,aucun,6,1,0,0,0,1,0
89,0.8539473684210526,0.3239831697054698,0.05448717948717948,0.16319444444444445,0.0,0.5142857142857145,0.37203483134821336,0.7008712003760864,aucun,6,1,0,0,0,0,1
90,0.8934210526315789,0.335203366058906,0.041666666666666664,0.1371527777777778,0.0,0.9857142857142858,0.908767891101992,0.18843333966812367,seisme,7,1,1,0,0,0,0
91,0.8934210526315789,0.335203366058906,0.041666666666666664,0.1371527777777778,0.0,0.3000000000000001,0.5692623361024923,0.16822869259929785,innondation,7,1,0,1,0,0,0
92,0.8934210526315789,0.335203366058906,0.041666666666666664,0.1371527777777778,0.0,0.7428571428571429,0.45540986888199386,0.49833461696190123,aucun,7,1,0,0,1,0,0
93,0.8934210526315789,0.335203366058906,0.041666666666666664,0.1371527777777778,0.0,0.31428571428571433,0.0674106696026423,0.9941886633925803,innondation,7,1,0,0,0,1,0
94,0.8934210526315789,0.335203366058906,0.041666666666666664,0.1371527777777778,0.0,0.4428571428571429,0.31368231408267433,0.9292737329585805,aucun,7,1,0,0,0,0,1
95,0.8026315789473684,0.3169705469845723,0.06089743589743591,0.1388888888888889,0.0,0.842857142857143,0.5559003102792514,0.7567840603338768,seisme,7,1,1,0,0,0,0
96,0.8026315789473684,0.3169705469845723,0.06089743589743591,0.1388888888888889,0.0,0.8571428571428572,0.5618556701030927,0.13030997129339747,seisme_et_inondation,7,1,0,1,0,0,0
97,0.8026315789473684,0.3169705469845723,0.06089743589743591,0.1388888888888889,0.0,0.45714285714285713,0.3608247422680413,0.7105634295888055,aucun,7,1,0,0,1,0,0
98,0.8026315789473684,0.3169705469845723,0.06089743589743591,0.1388888888888889,0.0,0.3000000000000001,0.4857872084876389,0.40223251347809996,aucun,7,1,0,0,0,1,0
99,0.8026315789473684,0.3169705469845723,0.06089743589743591,0.1388888888888889,0.0,0.5142857142857145,0.18166349714743268,0.5407643758064355,innondation,7,1,0,0,0,0,1
100,0.7921052631578946,0.5539971949509116,0.15064102564102563,0.20659722222222224,0.0,0.4142857142857143,0.9264838354519066,0.6040189243526012,aucun,8,1,1,0,0,0,0
101,0.7921052631578946,0.5539971949509116,0.15064102564102563,0.20659722222222224,0.0,0.5428571428571429,0.5382344109698728,0.8645988577372796,seisme,8,1,0,1,0,0,0
102,0.7921052631578946,0.5539971949509116,0.15064102564102563,0.20659722222222224,0.0,0.5,0.5659593634270844,0.618802324534643,seisme,8,1,0,0,1,0,0
103,0.7921052631578946,0.5539971949509116,0.15064102564102563,0.20659722222222224,0.0,0.45714285714285713,0.2276048443599239,0.25855946867779595,innondation,8,1,0,0,0,1,0
104,0.7921052631578946,0.5539971949509116,0.15064102564102563,0.20659722222222224,0.0,0.2571428571428572,0.08827945150635574,0.6173920001600368,innondation,8,1,0,0,0,0,1
105,0.9013157894736841,0.24403927068723705,0.10897435897435898,0.18229166666666669,0.0,0.8857142857142857,0.6878690821739565,0.6574012022765237,aucun,8,1,1,0,0,0,0
106,0.9013157894736841,0.24403927068723705,0.10897435897435898,0.18229166666666669,0.0,0.3714285714285715,0.6754078670803724,0.14058233393680547,innondation,8,1,0,1,0,0,0
107,0.9013157894736841,0.24403927068723705,0.10897435897435898,0.18229166666666669,0.0,0.8571428571428572,0.9686217595836252,0.7928223491403023,seisme,8,1,0,0,1,0,0
108,0.9013157894736841,0.24403927068723705,0.10897435897435898,0.18229166666666669,0.0,0.5,0.4643679311380242,0.6377366794362704,innondation,8,1,0,0,0,1,0
109,0.9013157894736841,0.24403927068723705,0.10897435897435898,0.18229166666666669,0.0,0.12857142857142861,0.3062256030427385,0.9496584214369305,innondation,8,1,0,0,0,0,1
110,0.8960526315789472,0.4305750350631137,0.08012820512820515,0.14930555555555555,0.0,0.3285714285714287,0.47903112801521375,0.39730137931724296,aucun,9,1,1,0,0,0,0
111,0.8960526315789472,0.4305750350631137,0.08012820512820515,0.14930555555555555,0.0,0.5142857142857145,0.8919527574817335,0.37211558658491456,aucun,9,1,0,1,0,0,0
112,0.8960526315789472,0.4305750350631137,0.08012820512820515,0.14930555555555555,0.0,0.3428571428571429,0.381943749374437,0.3062204306990608,aucun,9,1,0,0,1,0,0
113,0.8960526315789472,0.4305750350631137,0.08012820512820515,0.14930555555555555,0.0,0.5714285714285714,0.1260634571114002,0.6429978895145885,aucun,9,1,0,0,0,1,0
114,0.8960526315789472,0.4305750350631137,0.08012820512820515,0.14930555555555555,0.0,0.17142857142857143,0.08797918126313675,0.9682426958200386,innondation,9,1,0,0,0,0,1
115,0.5342105263157895,0.7601683029453015,0.15064102564102563,0.15104166666666666,0.0,0.7285714285714286,0.7345611049944952,0.5641297498424638,seisme,1,10,1,0,0,0,0
116,0.5342105263157895,0.7601683029453015,0.15064102564102563,0.15104166666666666,0.0,0.9571428571428571,0.3783405064558103,0.7882212908969063,innondation,1,10,0,1,0,0,0
117,0.5342105263157895,0.7601683029453015,0.15064102564102563,0.15104166666666666,0.0,0.9571428571428571,0.2593834451005905,0.5239505086169819,aucun,1,10,0,0,1,0,0
118,0.5342105263157895,0.7601683029453015,0.15064102564102563,0.15104166666666666,0.0,0.39999999999999997,0.31052947652887597,0.09507186652930175,innondation,1,10,0,0,0,1,0
119,0.5342105263157895,0.7601683029453015,0.15064102564102563,0.15104166666666666,0.0,0.11428571428571438,0.11235111600440395,0.03509807255668804,aucun,1,10,0,0,0,0,1
120,0.5894736842105263,0.8274894810659187,0.08653846153846154,0.1076388888888889,0.33333333333333337,0.4714285714285715,0.35131618456610947,0.2340338277803895,aucun,1,10,1,0,0,0,0
121,0.5894736842105263,0.8274894810659187,0.08653846153846154,0.1076388888888889,0.33333333333333337,0.6285714285714286,0.7565308777900109,0.5088770417195956,seisme_et_inondation,1,10,0,1,0,0,0
122,0.5894736842105263,0.8274894810659187,0.08653846153846154,0.1076388888888889,0.33333333333333337,0.5142857142857145,0.40326293664297863,0.17396001080248458,aucun,1,10,0,0,1,0,0
123,0.5894736842105263,0.8274894810659187,0.08653846153846154,0.1076388888888889,0.33333333333333337,0.07142857142857145,0.24737263537183463,0.3445492463266551,aucun,1,10,0,0,0,1,0
124,0.5894736842105263,0.8274894810659187,0.08653846153846154,0.1076388888888889,0.33333333333333337,0.4428571428571429,0.1322189970973876,0.3526411074547146,innondation,1,10,0,0,0,0,1
125,0.7210526315789474,0.7293127629733521,0.08653846153846154,0.09375000000000001,0.0,0.3714285714285715,0.8264938444600142,0.35336127309281135,aucun,10,10,1,0,0,0,0
126,0.7210526315789474,0.7293127629733521,0.08653846153846154,0.09375000000000001,0.0,0.9571428571428571,0.5849764788309478,0.02485571681486742,aucun,10,10,0,1,0,0,0
127,0.7210526315789474,0.7293127629733521,0.08653846153846154,0.09375000000000001,0.0,0.6285714285714286,0.34466019417475724,0.31896336157316185,aucun,10,10,0,0,1,0,0
128,0.7210526315789474,0.7293127629733521,0.08653846153846154,0.09375000000000001,0.0,0.2571428571428572,0.19742768491642482,0.9631715294517739,aucun,10,10,0,0,0,1,0
129,0.7210526315789474,0.7293127629733521,0.08653846153846154,0.09375000000000001,0.0,0.028571428571428636,0.3728855970373336,0.6193524510637446,innondation,10,10,0,0,0,0,1
130,0.7447368421052631,0.7629733520336606,0.10576923076923078,0.19791666666666669,0.0,0.3714285714285715,0.5995395856270643,0.7465617091931145,aucun,10,10,1,0,0,0,0
131,0.7447368421052631,0.7629733520336606,0.10576923076923078,0.19791666666666669,0.0,0.5714285714285714,0.6324191772595334,0.7949028276503597,seisme_et_inondation,10,10,0,1,0,0,0
132,0.7447368421052631,0.7629733520336606,0.10576923076923078,0.19791666666666669,0.0,0.8285714285714285,0.36222600340306277,0.17463016493793573,aucun,10,10,0,0,1,0,0
133,0.7447368421052631,0.7629733520336606,0.10576923076923078,0.19791666666666669,0.0,0.4857142857142858,0.09818836953257937,0.29806855576782665,innondation,10,10,0,0,0,1,0
134,0.7447368421052631,0.7629733520336606,0.10576923076923078,0.19791666666666669,0.0,0.07142857142857145,0.06470823741367238,0.5977074727187253,innondation,10,10,0,0,0,0,1
135,0.5184210526315789,0.8835904628330996,0.05769230769230769,0.05555555555555556,0.0,0.45714285714285713,0.7006806125512962,0.5279914380307471,seisme,11,10,1,0,0,0,0
136,0.5184210526315789,0.8835904628330996,0.05769230769230769,0.05555555555555556,0.0,0.6285714285714286,0.3493143829446501,0.30756073896996305,aucun,11,10,0,1,0,0,0
137,0.5184210526315789,0.8835904628330996,0.05769230769230769,0.05555555555555556,0.0,0.7285714285714286,0.370333299969973,0.3995919061384119,aucun,11,10,0,0,1,0,0
138,0.5184210526315789,0.8835904628330996,0.05769230769230769,0.05555555555555556,0.0,0.05714285714285722,0.47978180362326084,0.6704842113686148,innondation,11,10,0,0,0,1,0
139,0.5184210526315789,0.8835904628330996,0.05769230769230769,0.05555555555555556,0.0,0.4714285714285715,0.22415173656290666,0.43236944497234364,innondation,11,10,0,0,0,0,1
140,0.6618421052631579,0.7138849929873773,0.06410256410256412,0.041666666666666664,0.0,0.842857142857143,0.7032829546591933,0.6856076897686467,seisme,11,10,1,0,0,0,0
141,0.6618421052631579,0.7138849929873773,0.06410256410256412,0.041666666666666664,0.0,0.3285714285714287,0.9957962165949356,0.5050061514148254,aucun,11,10,0,1,0,0,0
142,0.6618421052631579,0.7138849929873773,0.06410256410256412,0.041666666666666664,0.0,0.6571428571428573,0.32864578120308274,0.1635976274543145,aucun,11,10,0,0,1,0,0
143,0.6618421052631579,0.7138849929873773,0.06410256410256412,0.041666666666666664,0.0,0.28571428571428575,0.04198778901010913,0.6957300179041179,innondation,11,10,0,0,0,1,0
144,0.6618421052631579,0.7138849929873773,0.06410256410256412,0.041666666666666664,0.0,0.18571428571428578,0.3208387548793914,0.021875031257189155,innondation,11,10,0,0,0,0,1
145,0.5421052631578948,0.8765778401122021,0.39423076923076933,0.4114583333333333,0.33333333333333337,0.5428571428571429,0.2819537583825442,0.46934795002850654,aucun,12,10,1,0,0,0,0
146,0.5421052631578948,0.8765778401122021,0.39423076923076933,0.4114583333333333,0.33333333333333337,0.6571428571428573,0.6490841757581823,0.19433469698030545,aucun,12,10,0,1,0,0,0
147,0.5421052631578948,0.8765778401122021,0.39423076923076933,0.4114583333333333,0.33333333333333337,0.3285714285714287,0.4085677109398459,0.7625753923402383,aucun,12,10,0,0,1,0,0
148,0.5421052631578948,0.8765778401122021,0.39423076923076933,0.4114583333333333,0.33333333333333337,0.05714285714285722,0.33955560004003604,0.25646898786720945,innondation,12,10,0,0,0,1,0
149,0.5421052631578948,0.8765778401122021,0.39423076923076933,0.4114583333333333,0.33333333333333337,0.2,0.478130317285557,0.6969903077707873,innondation,12,10,0,0,0,0,1
150,0.4907894736842105,0.6521739130434783,0.1730769230769231,0.19270833333333334,0.0,0.5571428571428572,0.9006605945350817,0.06034387909219121,aucun,12,10,1,0,0,0,0
151,0.4907894736842105,0.6521739130434783,0.1730769230769231,0.19270833333333334,0.0,0.5999999999999999,0.7085376839155241,0.8872040569330947,seisme_et_inondation,12,10,0,1,0,0,0
152,0.4907894736842105,0.6521739130434783,0.1730769230769231,0.19270833333333334,0.0,0.9142857142857141,0.9651686517866079,0.6378567070426198,seisme,12,10,0,0,1,0,0
153,0.4907894736842105,0.6521739130434783,0.1730769230769231,0.19270833333333334,0.0,0.42857142857142855,0.3397057351616455,0.05580283465196995,innondation,12,10,0,0,0,1,0
154,0.4907894736842105,0.6521739130434783,0.1730769230769231,0.19270833333333334,0.0,0.3000000000000001,0.4523571214092683,0.8325714914430319,innondation,12,10,0,0,0,0,1
155,0.5592105263157895,0.7419354838709677,0.31730769230769235,0.2934027777777778,0.0,0.7571428571428571,0.2537784005605044,0.7812596897286376,aucun,2,10,1,0,0,0,0
156,0.5592105263157895,0.7419354838709677,0.31730769230769235,0.2934027777777778,0.0,0.7285714285714286,0.41822640376338704,0.21897036318353222,innondation,2,10,0,1,0,0,0
